c1,c2,stim,nparses,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
gad,about,gadabout,1,11.6,0.13692797,0.669906871,0
knock,about,knockabout,1,9.21,-0.172326923,-0.378298429,0
race,about,raceabout,1,12.8,1.8746488,2.165117632,0
roust,about,roustabout,1,12.5,0.709126951,0.623558277,0
lay,about,layabout,1,9.16,-0.33994601,-0.379975906,0
roust,abouts,roustabouts,1,12.5,0.709126951,0.623558277,0
wise,acre,wiseacre,1,12.8,1.8746488,2.165117632,0
wise,acres,wiseacres,1,12.8,1.8746488,2.165117632,0
hold,all,holdall,1,11.6,0.13692797,0.669906871,0
may,apple,mayapple,1,9.16,-0.33994601,-0.379975906,0
pine,apple,pineapple,1,12.8,1.8746488,2.165117632,0
pine,apples,pineapples,1,12.8,1.8746488,2.165117632,0
yard,arm,yardarm,1,11.6,0.13692797,0.669906871,0
fire,arm,firearm,1,12.8,1.8746488,2.165117632,0
yard,arms,yardarms,1,11.6,0.13692797,0.669906871,0
pot,ash,potash,1,12.5,0.709126951,0.623558277,0
jack,ass,jackass,1,9.21,-0.172326923,-0.378298429,0
jack,asses,jackasses,1,9.21,-0.172326923,-0.378298429,0
brad,awl,bradawl,1,11.6,0.13692797,0.669906871,0
brad,awls,bradawls,1,11.6,0.13692797,0.669906871,0
pole,axe,poleaxe,1,12.8,1.8746488,2.165117632,0
pole,axes,poleaxes,1,12.8,1.8746488,2.165117632,0
razor,back,razorback,1,9.63,-0.346074991,-0.378024861,0
die,back,dieback,1,10.2,-0.311252275,-0.34153833,0
crook,back,crookback,1,6.78,-0.376818783,-0.400374046,0
canvas,back,canvasback,1,8.59,-0.356676664,-0.378338393,0
feed,back,feedback,1,7.33,-0.364368351,-0.395126906,0
full,back,fullback,1,8.6,-0.36915888,-0.394313761,0
half,back,halfback,1,4.32,-0.377952406,-0.401414726,0
grey,back,greyback,1,8.22,-0.240416714,-0.333869389,0
green,back,greenback,1,8.42,-0.370885802,-0.395060031,0
fat,back,fatback,1,8.43,-0.368585006,-0.373494219,0
touch,back,touchback,1,8.2,-0.368110014,-0.390390487,0
corner,back,cornerback,1,9.63,-0.346074991,-0.378024861,0
draw,back,drawback,1,6.89,-0.373488544,-0.392107012,0
diamond,back,diamondback,1,7.33,-0.364368351,-0.395126906,0
piggy,back,piggyback,1,8.22,-0.240416714,-0.333869389,0
hog,back,hogback,1,5.36,-0.377779361,-0.401226698,0
wing,back,wingback,1,5.36,-0.377779361,-0.401226698,0
moss,back,mossback,1,8.59,-0.356676664,-0.378338393,0
line,backer,linebacker,1,10.2,-0.311252275,-0.34153833,0
half,backs,halfbacks,1,4.32,-0.377952406,-0.401414726,0
piggy,backs,piggybacks,1,8.22,-0.240416714,-0.333869389,0
tie,backs,tiebacks,1,10.2,-0.311252275,-0.34153833,0
tail,backs,tailbacks,1,8.6,-0.36915888,-0.394313761,0
hog,backs,hogbacks,1,5.36,-0.377779361,-0.401226698,0
quarter,backs,quarterbacks,1,9.63,-0.346074991,-0.378024861,0
full,backs,fullbacks,1,8.6,-0.36915888,-0.394313761,0
green,backs,greenbacks,1,8.42,-0.370885802,-0.395060031,0
diamond,backs,diamondbacks,1,7.33,-0.364368351,-0.395126906,0
razor,backs,razorbacks,1,9.63,-0.346074991,-0.378024861,0
moss,backs,mossbacks,1,8.59,-0.356676664,-0.378338393,0
hatch,backs,hatchbacks,1,8.2,-0.368110014,-0.390390487,0
chaw,bacon,chawbacon,1,6.89,-0.373488544,-0.392107012,0
gas,bag,gasbag,1,8.59,-0.356676664,-0.378338393,0
carpet,bag,carpetbag,1,8.43,-0.368585006,-0.373494219,0
flea,bag,fleabag,1,11.5,0.204263778,0.153605767,0
wind,bag,windbag,1,7.33,-0.364368351,-0.395126906,0
nose,bag,nosebag,1,10.2,-0.311252275,-0.34153833,0
sea,bag,seabag,1,11.5,0.204263778,0.153605767,0
carpet,bagger,carpetbagger,1,8.43,-0.368585006,-0.373494219,0
nose,bags,nosebags,1,10.2,-0.311252275,-0.34153833,0
wind,bags,windbags,1,7.33,-0.364368351,-0.395126906,0
white,bait,whitebait,1,10.2,-0.311252275,-0.34153833,0
earth,ball,earthball,1,8.2,-0.368110014,-0.390390487,0
moth,ball,mothball,1,8.2,-0.368110014,-0.390390487,0
odd,ball,oddball,1,7.33,-0.364368351,-0.395126906,0
brandy,ball,brandyball,1,8.22,-0.240416714,-0.333869389,0
high,ball,highball,1,8.2,-0.368110014,-0.390390487,0
screw,ball,screwball,1,6.89,-0.373488544,-0.392107012,0
blow,ball,blowball,1,6.89,-0.373488544,-0.392107012,0
black,ball,blackball,1,6.78,-0.376818783,-0.400374046,0
high,balls,highballs,1,8.2,-0.368110014,-0.390390487,0
odd,balls,oddballs,1,7.33,-0.364368351,-0.395126906,0
bee,balm,beebalm,1,10.2,-0.311252275,-0.34153833,0
back,band,backband,1,6.78,-0.376818783,-0.400374046,0
belly,band,bellyband,1,8.22,-0.240416714,-0.333869389,0
train,band,trainband,1,8.42,-0.370885802,-0.395060031,0
hat,band,hatband,1,8.43,-0.368585006,-0.373494219,0
rib,band,ribband,1,9,-0.337701718,-0.372805662,0
wave,band,waveband,1,10.2,-0.311252275,-0.34153833,0
train,bandsman,trainbandsman,1,8.42,-0.370885802,-0.395060031,0
sow,bane,sowbane,1,6.89,-0.373488544,-0.392107012,0
flea,bane,fleabane,1,11.5,0.204263778,0.153605767,0
rats,bane,ratsbane,1,8.59,-0.356676664,-0.378338393,0
wolf,bane,wolfbane,1,4.32,-0.377952406,-0.401414726,0
hen,bane,henbane,1,8.42,-0.370885802,-0.395060031,0
bug,bane,bugbane,1,5.36,-0.377779361,-0.401226698,0
dog,bane,dogbane,1,5.36,-0.377779361,-0.401226698,0
wolfs,bane,wolfsbane,1,8.59,-0.356676664,-0.378338393,0
fog,bank,fogbank,1,5.36,-0.377779361,-0.401226698,0
bus,bar,busbar,1,8.59,-0.356676664,-0.378338393,0
draw,bar,drawbar,1,6.89,-0.373488544,-0.392107012,0
toll,bar,tollbar,1,8.6,-0.36915888,-0.394313761,0
crow,bar,crowbar,1,6.89,-0.373488544,-0.392107012,0
shell,bark,shellbark,1,8.6,-0.36915888,-0.394313761,0
shag,bark,shagbark,1,5.36,-0.377779361,-0.401226698,0
lace,bark,lacebark,1,10.2,-0.311252275,-0.34153833,0
rope,bark,ropebark,1,10.2,-0.311252275,-0.34153833,0
tan,bark,tanbark,1,8.42,-0.370885802,-0.395060031,0
cramp,bark,crampbark,1,6.81,-0.376751684,-0.400548104,0
hand,barrows,handbarrows,1,7.33,-0.364368351,-0.395126906,0
crow,bars,crowbars,1,6.89,-0.373488544,-0.392107012,0
bull,bat,bullbat,1,8.6,-0.36915888,-0.394313761,0
ding,bat,dingbat,1,5.36,-0.377779361,-0.401226698,0
brick,bat,brickbat,1,6.78,-0.376818783,-0.400374046,0
brick,bats,brickbats,1,6.78,-0.376818783,-0.400374046,0
rose,bay,rosebay,1,10.2,-0.311252275,-0.34153833,0
sick,bay,sickbay,1,6.78,-0.376818783,-0.400374046,0
sick,bays,sickbays,1,6.78,-0.376818783,-0.400374046,0
gross,beak,grossbeak,1,8.59,-0.356676664,-0.378338393,0
horn,beam,hornbeam,1,8.42,-0.370885802,-0.395060031,0
butter,bean,butterbean,1,9.63,-0.346074991,-0.378024861,0
buck,bean,buckbean,1,6.78,-0.376818783,-0.400374046,0
bog,bean,bogbean,1,5.36,-0.377779361,-0.401226698,0
horse,bean,horsebean,1,10.2,-0.311252275,-0.34153833,0
screw,bean,screwbean,1,6.89,-0.373488544,-0.392107012,0
bug,bear,bugbear,1,5.36,-0.377779361,-0.401226698,0
crown,beard,crownbeard,1,8.42,-0.370885802,-0.395060031,0
pall,bearer,pallbearer,1,8.6,-0.36915888,-0.394313761,0
pall,bearers,pallbearers,1,8.6,-0.36915888,-0.394313761,0
bug,bears,bugbears,1,5.36,-0.377779361,-0.401226698,0
back,beat,backbeat,1,6.78,-0.376818783,-0.400374046,0
gold,beater,goldbeater,1,7.33,-0.364368351,-0.395126906,0
dead,beats,deadbeats,1,7.33,-0.364368351,-0.395126906,0
down,beats,downbeats,1,8.42,-0.370885802,-0.395060031,0
river,bed,riverbed,1,9.63,-0.346074991,-0.378024861,0
road,bed,roadbed,1,7.33,-0.364368351,-0.395126906,0
free,bee,freebee,1,10.2,-0.311252275,-0.34153833,0
humble,bee,humblebee,1,10.2,-0.311252275,-0.34153833,0
hare,bell,harebell,1,10.2,-0.311252275,-0.34153833,0
snow,bell,snowbell,1,6.89,-0.373488544,-0.392107012,0
bar,bell,barbell,2,9.63,-0.346074991,-0.378024861,0
dumb,bell,dumbbell,1,9,-0.337701718,-0.372805662,0
amber,bell,amberbell,1,9.63,-0.346074991,-0.378024861,0
blue,bell,bluebell,1,10.2,-0.311252275,-0.34153833,0
coral,bells,coralbells,1,8.6,-0.36915888,-0.394313761,0
bar,bells,barbells,2,9.63,-0.346074991,-0.378024861,0
hare,bells,harebells,1,10.2,-0.311252275,-0.34153833,0
sow,belly,sowbelly,1,6.89,-0.373488544,-0.392107012,0
pot,belly,potbelly,1,8.43,-0.368585006,-0.373494219,0
shelter,belt,shelterbelt,1,9.63,-0.346074991,-0.378024861,0
vinyl,benzene,vinylbenzene,1,8.6,-0.36915888,-0.394313761,0
goose,berries,gooseberries,1,10.2,-0.311252275,-0.34153833,0
straw,berries,strawberries,1,6.89,-0.373488544,-0.392107012,0
bay,berries,bayberries,1,8.22,-0.240416714,-0.333869389,0
bar,berries,barberries,1,9.63,-0.346074991,-0.378024861,0
rasp,berries,raspberries,1,6.81,-0.376751684,-0.400548104,0
elder,berries,elderberries,1,9.63,-0.346074991,-0.378024861,0
bay,berry,bayberry,1,8.22,-0.240416714,-0.333869389,0
longan,berry,longanberry,1,8.42,-0.370885802,-0.395060031,0
box,berry,boxberry,1,3.78,-0.378434461,-0.40147221,0
twin,berry,twinberry,1,8.42,-0.370885802,-0.395060031,0
bar,berry,barberry,1,9.63,-0.346074991,-0.378024861,0
cow,berry,cowberry,1,6.89,-0.373488544,-0.392107012,0
cracker,berry,crackerberry,1,9.63,-0.346074991,-0.378024861,0
ink,berry,inkberry,1,6.78,-0.376818783,-0.400374046,0
partridge,berry,partridgeberry,1,10.2,-0.311252275,-0.34153833,0
dew,berry,dewberry,1,6.89,-0.373488544,-0.392107012,0
elder,berry,elderberry,1,9.63,-0.346074991,-0.378024861,0
shad,berry,shadberry,1,7.33,-0.364368351,-0.395126906,0
rowan,berry,rowanberry,1,8.42,-0.370885802,-0.395060031,0
coral,berry,coralberry,1,8.6,-0.36915888,-0.394313761,0
grouse,berry,grouseberry,1,10.2,-0.311252275,-0.34153833,0
hag,berry,hagberry,1,5.36,-0.377779361,-0.401226698,0
snow,berry,snowberry,1,6.89,-0.373488544,-0.392107012,0
fox,berry,foxberry,1,3.78,-0.378434461,-0.40147221,0
gall,berry,gallberry,1,8.6,-0.36915888,-0.394313761,0
ling,berry,lingberry,1,5.36,-0.377779361,-0.401226698,0
bane,berry,baneberry,1,10.2,-0.311252275,-0.34153833,0
cloud,berry,cloudberry,1,7.33,-0.364368351,-0.395126906,0
candle,berry,candleberry,1,10.2,-0.311252275,-0.34153833,0
hack,berry,hackberry,1,6.78,-0.376818783,-0.400374046,0
whin,berry,whinberry,1,8.42,-0.370885802,-0.395060031,0
male,berry,maleberry,1,10.2,-0.311252275,-0.34153833,0
sand,berry,sandberry,1,7.33,-0.364368351,-0.395126906,0
bear,berry,bearberry,1,9.63,-0.346074991,-0.378024861,0
meal,berry,mealberry,1,8.6,-0.36915888,-0.394313761,0
spindle,berry,spindleberry,1,10.2,-0.311252275,-0.34153833,0
crow,berry,crowberry,1,6.89,-0.373488544,-0.392107012,0
snake,berry,snakeberry,1,10.2,-0.311252275,-0.34153833,0
service,berry,serviceberry,1,10.2,-0.311252275,-0.34153833,0
checker,berry,checkerberry,1,9.63,-0.346074991,-0.378024861,0
straw,berry,strawberry,1,6.89,-0.373488544,-0.392107012,0
thimble,berry,thimbleberry,1,10.2,-0.311252275,-0.34153833,0
rasp,berry,raspberry,1,6.81,-0.376751684,-0.400548104,0
deer,berry,deerberry,1,9.63,-0.346074991,-0.378024861,0
wonder,berry,wonderberry,1,9.63,-0.346074991,-0.378024861,0
marl,berry,marlberry,1,8.6,-0.36915888,-0.394313761,0
coffee,berry,coffeeberry,1,10.2,-0.311252275,-0.34153833,0
goose,berry,gooseberry,1,10.2,-0.311252275,-0.34153833,0
boat,bill,boatbill,1,8.43,-0.368585006,-0.373494219,0
thorn,bill,thornbill,1,8.42,-0.370885802,-0.395060031,0
broad,bill,broadbill,1,7.33,-0.364368351,-0.395126906,0
hawks,bill,hawksbill,1,8.59,-0.356676664,-0.378338393,0
cross,bill,crossbill,1,8.59,-0.356676664,-0.378338393,0
saw,bill,sawbill,1,6.89,-0.373488544,-0.392107012,0
ivory,bill,ivorybill,1,8.22,-0.240416714,-0.333869389,0
saddle,bill,saddlebill,1,10.2,-0.311252275,-0.34153833,0
spoon,bill,spoonbill,1,8.42,-0.370885802,-0.395060031,0
hand,bill,handbill,1,7.33,-0.364368351,-0.395126906,0
razor,bill,razorbill,1,9.63,-0.346074991,-0.378024861,0
blue,bill,bluebill,1,10.2,-0.311252275,-0.34153833,0
way,bill,waybill,1,8.22,-0.240416714,-0.333869389,0
horn,bill,hornbill,1,8.42,-0.370885802,-0.395060031,0
cranes,bill,cranesbill,1,8.59,-0.356676664,-0.378338393,0
shoe,bill,shoebill,1,10.2,-0.311252275,-0.34153833,0
play,bill,playbill,1,8.22,-0.240416714,-0.333869389,0
storks,bill,storksbill,1,8.59,-0.356676664,-0.378338393,0
hawk,bill,hawkbill,1,6.78,-0.376818783,-0.400374046,0
hill,billies,hillbillies,1,8.6,-0.36915888,-0.394313761,0
duck,bills,duckbills,1,6.78,-0.376818783,-0.400374046,0
hand,bills,handbills,1,7.33,-0.364368351,-0.395126906,0
way,bills,waybills,1,8.22,-0.240416714,-0.333869389,0
razor,bills,razorbills,1,9.63,-0.346074991,-0.378024861,0
spoon,bills,spoonbills,1,8.42,-0.370885802,-0.395060031,0
hill,billy,hillbilly,1,8.6,-0.36915888,-0.394313761,0
high,binder,highbinder,1,8.2,-0.368110014,-0.390390487,0
spell,binders,spellbinders,1,8.6,-0.36915888,-0.394313761,0
butcher,bird,butcherbird,1,9.63,-0.346074991,-0.378024861,0
surf,bird,surfbird,1,4.32,-0.377952406,-0.401414726,0
tailor,bird,tailorbird,1,9.63,-0.346074991,-0.378024861,0
shoe,bird,shoebird,1,10.2,-0.311252275,-0.34153833,0
cow,bird,cowbird,1,6.89,-0.373488544,-0.392107012,0
lady,bird,ladybird,1,8.22,-0.240416714,-0.333869389,0
jail,bird,jailbird,1,8.6,-0.36915888,-0.394313761,0
whirly,bird,whirlybird,1,8.22,-0.240416714,-0.333869389,0
cat,bird,catbird,1,8.43,-0.368585006,-0.373494219,0
oil,bird,oilbird,1,8.6,-0.36915888,-0.394313761,0
bower,bird,bowerbird,1,9.63,-0.346074991,-0.378024861,0
stink,bird,stinkbird,1,6.78,-0.376818783,-0.400374046,0
oven,bird,ovenbird,1,8.42,-0.370885802,-0.395060031,0
hang,bird,hangbird,1,5.36,-0.377779361,-0.401226698,0
ant,bird,antbird,1,8.43,-0.368585006,-0.373494219,0
lyre,bird,lyrebird,1,10.2,-0.311252275,-0.34153833,0
dicky,bird,dickybird,1,8.22,-0.240416714,-0.333869389,0
snake,bird,snakebird,1,10.2,-0.311252275,-0.34153833,0
rifle,bird,riflebird,1,10.2,-0.311252275,-0.34153833,0
moor,bird,moorbird,1,9.63,-0.346074991,-0.378024861,0
weaver,bird,weaverbird,1,9.63,-0.346074991,-0.378024861,0
rice,bird,ricebird,1,10.2,-0.311252275,-0.34153833,0
rail,bird,railbird,1,8.6,-0.36915888,-0.394313761,0
dickey,bird,dickeybird,1,8.22,-0.240416714,-0.333869389,0
fire,bird,firebird,1,10.2,-0.311252275,-0.34153833,0
king,bird,kingbird,1,5.36,-0.377779361,-0.401226698,0
scrub,bird,scrubbird,1,9,-0.337701718,-0.372805662,0
oven,birds,ovenbirds,1,8.42,-0.370885802,-0.395060031,0
lyre,birds,lyrebirds,1,10.2,-0.311252275,-0.34153833,0
cat,birds,catbirds,1,8.43,-0.368585006,-0.373494219,0
cow,birds,cowbirds,1,6.89,-0.373488544,-0.392107012,0
jail,birds,jailbirds,1,8.6,-0.36915888,-0.394313761,0
whirly,birds,whirlybirds,1,8.22,-0.240416714,-0.333869389,0
frog,bit,frogbit,1,5.36,-0.377779361,-0.401226698,0
hen,bit,henbit,1,8.42,-0.370885802,-0.395060031,0
hawk,bit,hawkbit,2,6.78,-0.376818783,-0.400374046,0
back,biter,backbiter,1,6.78,-0.376818783,-0.400374046,0
back,biters,backbiters,1,6.78,-0.376818783,-0.400374046,0
rare,bits,rarebits,1,10.2,-0.311252275,-0.34153833,0
boot,black,bootblack,1,8.43,-0.368585006,-0.373494219,0
lamp,black,lampblack,1,6.81,-0.376751684,-0.400548104,0
boot,blacks,bootblacks,1,8.43,-0.368585006,-0.373494219,0
gall,bladders,gallbladders,1,8.6,-0.36915888,-0.394313761,0
back,blast,backblast,1,6.78,-0.376818783,-0.400374046,0
loan,blend,loanblend,1,8.42,-0.370885802,-0.395060031,0
horn,blende,hornblende,1,8.42,-0.370885802,-0.395060031,0
eel,blenny,eelblenny,1,8.6,-0.36915888,-0.394313761,0
snake,blenny,snakeblenny,1,10.2,-0.311252275,-0.34153833,0
pike,blenny,pikeblenny,1,10.2,-0.311252275,-0.34153833,0
breech,block,breechblock,1,8.2,-0.368110014,-0.390390487,0
cell,block,cellblock,1,8.6,-0.36915888,-0.394313761,0
checker,bloom,checkerbloom,1,9.63,-0.346074991,-0.378024861,0
cup,board,cupboard,1,6.81,-0.376751684,-0.400548104,0
gang,board,gangboard,1,5.36,-0.377779361,-0.401226698,0
clapper,board,clapperboard,1,9.63,-0.346074991,-0.378024861,0
finger,board,fingerboard,1,9.63,-0.346074991,-0.378024861,0
bill,board,billboard,1,8.6,-0.36915888,-0.394313761,0
buck,board,buckboard,1,6.78,-0.376818783,-0.400374046,0
straw,board,strawboard,1,6.89,-0.373488544,-0.392107012,0
mill,board,millboard,1,8.6,-0.36915888,-0.394313761,0
duck,board,duckboard,1,6.78,-0.376818783,-0.400374046,0
gar,board,garboard,1,9.63,-0.346074991,-0.378024861,0
dash,board,dashboard,1,8.2,-0.368110014,-0.390390487,0
mould,board,mouldboard,1,7.33,-0.364368351,-0.395126906,0
sea,board,seaboard,1,11.5,0.204263778,0.153605767,0
star,board,starboard,1,9.63,-0.346074991,-0.378024861,0
buck,boards,buckboards,1,6.78,-0.376818783,-0.400374046,0
clap,boards,clapboards,1,6.81,-0.376751684,-0.400548104,0
tail,boards,tailboards,1,8.6,-0.36915888,-0.394313761,0
dash,boards,dashboards,1,8.2,-0.368110014,-0.390390487,0
gun,boat,gunboat,1,8.42,-0.370885802,-0.395060031,0
pig,boat,pigboat,1,5.36,-0.377779361,-0.401226698,0
cat,boat,catboat,1,8.43,-0.368585006,-0.373494219,0
cat,boats,catboats,1,8.43,-0.368585006,-0.373494219,0
ski,bob,skibob,1,10.4,-0.287516817,-0.309738865,0
ski,bobs,skibobs,1,10.4,-0.287516817,-0.309738865,0
dogs,body,dogsbody,1,8.59,-0.356676664,-0.378338393,0
gum,boil,gumboil,1,10.7,-0.220929695,-0.261533469,0
gum,boils,gumboils,1,10.7,-0.220929695,-0.261533469,0
king,bolt,kingbolt,1,5.36,-0.377779361,-0.401226698,0
dead,bolt,deadbolt,1,7.33,-0.364368351,-0.395126906,0
dead,bolts,deadbolts,1,7.33,-0.364368351,-0.395126906,0
herring,bone,herringbone,1,5.36,-0.377779361,-0.401226698,0
red,bone,redbone,1,7.33,-0.364368351,-0.395126906,0
aitch,bone,aitchbone,1,8.2,-0.368110014,-0.390390487,0
lazy,bones,lazybones,1,8.22,-0.240416714,-0.333869389,0
herring,bones,herringbones,1,5.36,-0.377779361,-0.401226698,0
horn,book,hornbook,1,8.42,-0.370885802,-0.395060031,0
stud,book,studbook,1,7.33,-0.364368351,-0.395126906,0
case,book,casebook,1,10.2,-0.311252275,-0.34153833,0
stud,books,studbooks,1,7.33,-0.364368351,-0.395126906,0
jib,boom,jibboom,1,9,-0.337701718,-0.372805662,0
jack,boot,jackboot,1,6.78,-0.376818783,-0.400374046,0
jack,boots,jackboots,1,6.78,-0.376818783,-0.400374046,0
sly,boots,slyboots,1,8.22,-0.240416714,-0.333869389,0
smooth,bore,smoothbore,1,8.2,-0.368110014,-0.390390487,0
rain,bow,rainbow,1,8.42,-0.370885802,-0.395060031,0
saddle,bow,saddlebow,1,10.2,-0.311252275,-0.34153833,0
rain,bows,rainbows,1,8.42,-0.370885802,-0.395060031,0
juke,box,jukebox,1,10.2,-0.311252275,-0.34153833,0
band,box,bandbox,1,7.33,-0.364368351,-0.395126906,0
soap,box,soapbox,1,6.81,-0.376751684,-0.400548104,0
chatter,box,chatterbox,1,9.63,-0.346074991,-0.378024861,0
snuff,box,snuffbox,1,4.32,-0.377952406,-0.401414726,0
deed,box,deedbox,1,7.33,-0.364368351,-0.395126906,0
strong,box,strongbox,1,5.36,-0.377779361,-0.401226698,0
chatter,boxes,chatterboxes,1,9.63,-0.346074991,-0.378024861,0
band,boxes,bandboxes,1,7.33,-0.364368351,-0.395126906,0
juke,boxes,jukeboxes,1,10.2,-0.311252275,-0.34153833,0
bell,boy,bellboy,1,8.6,-0.36915888,-0.394313761,0
pot,boy,potboy,1,8.43,-0.368585006,-0.373494219,0
day,boy,dayboy,1,8.22,-0.240416714,-0.333869389,0
low,boy,lowboy,1,6.89,-0.373488544,-0.392107012,0
high,boy,highboy,1,8.2,-0.368110014,-0.390390487,0
bus,boy,busboy,1,8.59,-0.356676664,-0.378338393,0
tom,boy,tomboy,1,10.7,-0.220929695,-0.261533469,0
link,boy,linkboy,1,6.78,-0.376818783,-0.400374046,0
low,boys,lowboys,1,6.89,-0.373488544,-0.392107012,0
high,boys,highboys,1,8.2,-0.368110014,-0.390390487,0
tom,boys,tomboys,1,10.7,-0.220929695,-0.261533469,0
bird,brain,birdbrain,1,7.33,-0.364368351,-0.395126906,0
cane,brake,canebrake,1,10.2,-0.311252275,-0.34153833,0
cane,brakes,canebrakes,1,10.2,-0.311252275,-0.34153833,0
fire,brand,firebrand,1,10.2,-0.311252275,-0.34153833,0
fire,brat,firebrat,1,10.2,-0.311252275,-0.34153833,0
short,bread,shortbread,1,8.43,-0.368585006,-0.373494219,0
bee,bread,beebread,1,10.2,-0.311252275,-0.34153833,0
finger,breadth,fingerbreadth,1,9.63,-0.346074991,-0.378024861,0
hairs,breadth,hairsbreadth,1,8.59,-0.356676664,-0.378338393,0
hands,breadth,handsbreadth,1,8.59,-0.356676664,-0.378338393,0
hairs,breadths,hairsbreadths,1,8.59,-0.356676664,-0.378338393,0
gaol,break,gaolbreak,1,8.6,-0.36915888,-0.394313761,0
middle,breaker,middlebreaker,1,10.2,-0.311252275,-0.34153833,0
strike,breaking,strikebreaking,1,10.2,-0.311252275,-0.34153833,0
red,breast,redbreast,1,7.33,-0.364368351,-0.395126906,0
red,breasts,redbreasts,1,7.33,-0.364368351,-0.395126906,0
sweet,briar,sweetbriar,1,8.43,-0.368585006,-0.373494219,0
gold,bricking,goldbricking,1,7.33,-0.364368351,-0.395126906,0
fly,bridge,flybridge,1,8.22,-0.240416714,-0.333869389,0
weigh,bridge,weighbridge,1,8.2,-0.368110014,-0.390390487,0
draw,bridge,drawbridge,1,6.89,-0.373488544,-0.392107012,0
green,brier,greenbrier,1,8.42,-0.370885802,-0.395060031,0
bull,brier,bullbrier,1,8.6,-0.36915888,-0.394313761,0
sweet,brier,sweetbrier,1,8.43,-0.368585006,-0.373494219,0
cat,brier,catbrier,1,8.43,-0.368585006,-0.373494219,0
sweet,briers,sweetbriers,1,8.43,-0.368585006,-0.373494219,0
pawn,broker,pawnbroker,1,8.42,-0.370885802,-0.395060031,0
power,broker,powerbroker,1,9.63,-0.346074991,-0.378024861,0
middle,brow,middlebrow,1,10.2,-0.311252275,-0.34153833,0
high,brow,highbrow,1,8.2,-0.368110014,-0.390390487,0
low,brow,lowbrow,1,6.89,-0.373488544,-0.392107012,0
high,brows,highbrows,1,8.2,-0.368110014,-0.390390487,0
low,brows,lowbrows,1,6.89,-0.373488544,-0.392107012,0
sage,brush,sagebrush,1,10.2,-0.311252275,-0.34153833,0
bush,buck,bushbuck,1,8.2,-0.368110014,-0.390390487,0
gems,buck,gemsbuck,1,8.59,-0.356676664,-0.378338393,0
roe,buck,roebuck,1,10.2,-0.311252275,-0.34153833,0
saw,buck,sawbuck,1,6.89,-0.373488544,-0.392107012,0
prong,buck,prongbuck,1,5.36,-0.377779361,-0.401226698,0
water,buck,waterbuck,1,9.63,-0.346074991,-0.378024861,0
spring,buck,springbuck,1,5.36,-0.377779361,-0.401226698,0
turn,buckle,turnbuckle,1,8.42,-0.370885802,-0.395060031,0
swash,buckler,swashbuckler,1,8.2,-0.368110014,-0.390390487,0
swash,bucklers,swashbucklers,1,8.2,-0.368110014,-0.390390487,0
turn,buckles,turnbuckles,1,8.42,-0.370885802,-0.395060031,0
swash,buckling,swashbuckling,1,8.2,-0.368110014,-0.390390487,0
roe,bucks,roebucks,1,10.2,-0.311252275,-0.34153833,0
saw,bucks,sawbucks,1,6.89,-0.373488544,-0.392107012,0
croton,bug,crotonbug,1,8.42,-0.370885802,-0.395060031,0
fire,bug,firebug,1,10.2,-0.311252275,-0.34153833,0
lady,bug,ladybug,1,8.22,-0.240416714,-0.333869389,0
mealy,bug,mealybug,1,8.22,-0.240416714,-0.333869389,0
spittle,bug,spittlebug,1,10.2,-0.311252275,-0.34153833,0
doodle,bug,doodlebug,1,10.2,-0.311252275,-0.34153833,0
tumble,bug,tumblebug,1,10.2,-0.311252275,-0.34153833,0
jitter,bug,jitterbug,1,9.63,-0.346074991,-0.378024861,0
shutter,bug,shutterbug,1,9.63,-0.346074991,-0.378024861,0
doodle,bugs,doodlebugs,1,10.2,-0.311252275,-0.34153833,0
jitter,bugs,jitterbugs,1,9.63,-0.346074991,-0.378024861,0
mealy,bugs,mealybugs,1,8.22,-0.240416714,-0.333869389,0
shutter,bugs,shutterbugs,1,9.63,-0.346074991,-0.378024861,0
litter,bugs,litterbugs,1,9.63,-0.346074991,-0.378024861,0
stumble,bum,stumblebum,1,10.2,-0.311252275,-0.34153833,0
goose,bump,goosebump,1,10.2,-0.311252275,-0.34153833,0
cockle,bur,cocklebur,1,10.2,-0.311252275,-0.34153833,0
sand,bur,sandbur,1,7.33,-0.364368351,-0.395126906,0
butter,bur,butterbur,1,9.63,-0.346074991,-0.378024861,0
side,burns,sideburns,1,10.2,-0.311252275,-0.34153833,0
cockle,burr,cockleburr,1,10.2,-0.311252275,-0.34153833,0
cloud,burst,cloudburst,1,7.33,-0.364368351,-0.395126906,0
flannel,bush,flannelbush,1,8.6,-0.36915888,-0.394313761,0
lawyer,bush,lawyerbush,1,9.63,-0.346074991,-0.378024861,0
silver,bush,silverbush,1,9.63,-0.346074991,-0.378024861,0
skunk,bush,skunkbush,1,6.78,-0.376818783,-0.400374046,0
shad,bush,shadbush,1,7.33,-0.364368351,-0.395126906,0
match,bush,matchbush,1,8.2,-0.368110014,-0.390390487,0
salt,bush,saltbush,1,8.43,-0.368585006,-0.373494219,0
stagger,bush,staggerbush,1,9.63,-0.346074991,-0.378024861,0
pucker,bush,puckerbush,1,9.63,-0.346074991,-0.378024861,0
squaw,bush,squawbush,1,6.89,-0.373488544,-0.392107012,0
spice,bush,spicebush,1,10.2,-0.311252275,-0.34153833,0
